file,bucket,symbol,kind,disposition,target_domain,source_line,notes
AppViewModel+OutputHandling.swift,mixed,diagnoseUnexpectedStop / reopenStartupProblems / scanPaperSoftFailures,workflow,agent,diagnostics,184,"Startup-failure diagnostics: diagnoseUnexpectedStop runs StartupCrashAnalyzer off-main against the recent console excerpt for modded servers that never reached ready state, persisting a structured LastStartupResult and surfacing offender summaries; scanPaperSoftFailures does the analogous non-fatal scan for plugin load failures on a *successful* Paper start; reopenStartupProblems reloads that persisted JSON to reopen the diagnostics sheet later. The JSON decode/persist and the analysis calls are agent; only the boolean 'show sheet' flag is UI."
AppViewModel+OutputHandling.swift,mixed,parseBedrockVersion,parser,agent,console-parsing,278,Extracts the running Bedrock server version from the 'Starting Minecraft Bedrock server version X' startup line.
AppViewModel+OutputHandling.swift,mixed,checkDockerDaemonRunning,workflow,agent,docker,292,"Runs `docker info` as a subprocess with a 3-second hard timeout (force-terminates if still running) to determine daemon availability, trying /usr/local/bin/docker then falling back to /usr/bin/docker."
AppViewModel+OutputHandling.swift,mixed,handleBroadcastOutputLine / parseBroadcastGamertag / parseBroadcastAuthPrompt,parser,agent,xbox-broadcast,319,"Parses MCXboxBroadcast's own console output: extracts the device-auth link+code from 'enter the code X at https://www.microsoft.com/link' to surface a sign-in prompt, extracts the authenticated gamertag from 'Successfully authenticated as X (xuid)' (arming a technical-wait timeout and offering to save the gamertag), and detects 'Creation of Xbox LIVE session was successful' as the broadcast-ready signal for the Initiate flow."
AppViewModel+OutputHandling.swift,mixed,parseTps / recordTpsSample,policy,agent,tps,377,"Delegates the actual line format detection to the (presumably already-ledgered) TpsLineParser seam, but owns the resulting state update: sets the three current TPS values and appends to a capped-at-30-samples rolling history for the Performance tab."
AppViewModel+OutputHandling.swift,mixed,consumeSparkTpsLine / endSparkBlock,parser,agent,tps,402,"A small stateful parser for the multi-line `/spark tps` auto-poll reply (~9 lines): detects the header only while a block was explicitly requested (so a user's manual /spark tps still prints normally), captures the TPS values line via TpsLineParser.parseSparkValues, then swallows the CPU-usage and tick-duration sections by content/count until the block ends, with a hard 12-line safety-net cap. Returns whether each line was consumed so the caller drops it from the console display."
AppViewModel+OutputHandling.swift,mixed,isWorldTimeResponseLine / parseWorldTime,parser,agent,world-time,449,"Parses server responses to auto-issued `time query` commands across three distinct wire formats that have changed across Minecraft versions (Paper 26+ 'The game time is X', Paper 1.21.4+ 'Timeline minecraft:day/gametime is at X ticks', and the legacy positional 'The time is X' queue where response order must be tracked via pendingTimeQueryKinds) into worldDayNumber / worldTimeOfDayTicks. Genuine multi-format parsing with a stateful fallback for the oldest format."
AppViewModel+OutputHandling.swift,mixed,parseFeaturedHealth,parser,agent,console-parsing,513,Extracts a numeric health value from the response to `/data get entity <name> Health` for the currently-featured player.
AppViewModel+OutputHandling.swift,mixed,parsePlayerList,parser,agent,console-parsing,526,"Parses a '<N> players online: name1, name2, ...' line into the onlinePlayers list, appends any new names to the session history, and records the count into a capped rolling history."
AppViewModel+OutputHandling.swift,mixed,parseBedrockPlayerEvent,workflow,agent,console-parsing,560,"Parses Bedrock 'Player connected: name, xuid: X' / 'Player disconnected: name' lines, extracting gamertag+optional XUID, updating/merging the online-players list, recording session join/leave events, firing notifications, backfilling a blank-XUID allowlist entry once the XUID becomes known, persisting the XUID->name mapping to BedrockNameCache, and triggering a profile refresh. The densest single parser in the file -- extractIdentity's comma/xuid-prefix parsing plus five follow-on side effects."
AppViewModel+OutputHandling.swift,mixed,parseJavaPlayerEvent,parser,agent,console-parsing,624,"Parses Java's ' joined the game' / ' left the game' suffix lines by taking the last whitespace-delimited token before the suffix as the player name, then records the session event and fires the matching notification."
AppViewModel+OutputHandling.swift,mixed,backfillBedrockAllowlistXUIDIfNeeded,workflow,agent,console-parsing,648,"When a Bedrock player connects with a known XUID, finds the matching allowlist entry that currently has a blank XUID (by case-insensitive name match) and fills it in, persisting the updated allowlist. Closes the gap where a player was allowlisted by name before their first connect."
CurseForgeManualDownloadSheet.swift,ui-flagged,scanWatchFolder (exact / macOS-duplicate-suffix / single-remaining-fallback filename matching) / startWatching / scheduleMove / chooseWatchFolder,workflow,client,n/a,229,"UNSURE -- watches a local Downloads-style folder and matches newly-appeared files against a list of expected CurseForge mod filenames (exact match, then a macOS 'name (1).ext' duplicate-suffix pattern, then a single-remaining-file fallback), moving matches into the server's mods/ directory. Contains real matching logic (the three-tier heuristic), but the entire mechanism is inherently tied to the local device: in MSC 1 the browser download and the mods/ folder are on the same Mac, so a local FileManager watch-and-move works. In MSC 2's client/agent split this doesn't map cleanly -- the download happens in the user's browser (on whatever device runs the client) while mods/ lives on the agent's machine, so 'watch local Downloads and move the file' would need to become 'client uploads the matched file to an agent endpoint' instead. Marked client because folder-watching is a local-device concern (same category as Finder/file-picker presentation), but the three-tier filename-matching algorithm itself is worth preserving conceptually if this manual-download UX survives the port -- see side findings."
DetailsComponentsTabView.swift,ui-flagged,ComponentStatus.derive / isVersionNewer / buildNumber / versionsMatch,policy,agent,component-version,1312,"FLAG -- a real component-version-comparison engine embedded in a status-pill view helper: parses a 'buildN' suffix out of a version string when present (preferring build-number comparison over the raw string), otherwise falls back to dot-separated numeric version-component comparison, and classifies local/template/online into Missing/Template mismatch/Update available/Up to date. This is domain knowledge (how to compare two component version strings) that likely overlaps with the already-fixture-covered P0.4 component-version parsing/comparison domain (fixtures/component-version/) and/or MCVersionComparator referenced elsewhere in the mixed-bucket ledger (AppViewModel+ComponentsVersions.swift's downgrade guard) -- worth an explicit cross-check against those existing fixtures rather than treating this as a wholly separate implementation to port. Everything else in this 1529-line file (toolbars, row views, sheets, badges) is routine SwiftUI wired to already-agent-owned AppViewModel methods -- client, not separately ledgered."
ServerEditorJarsTab.swift,ui-flagged,moddedServerIsInstalled(cfg:),policy,agent,server-installation,93,"Checks for flavor-specific installation markers on disk (fabric-server-launch.jar, quilt-server-launch.jar, or run.sh/libraries/ for NeoForge/Forge) to decide whether a modded server's loader is actually installed yet. This is 'Server installation detection' verbatim from the deletion test's Agent column, currently duplicated here rather than reusing the mixed-bucket AppViewModel+ServerImport.detectJavaFlavor detection logic (see side findings) -- worth consolidating during the port."
ServerEditorJarsTab.swift,ui-flagged,xboxBroadcastJarLabel(for:),parser,agent,xbox-broadcast,222,"Reads the configured broadcast jar's file-modification date and formats a '<filename> — <date>' display string, gated on the file actually existing on disk. Same newest-file-with-mtime-formatting pattern already ledgered as UNSURE for AppViewModel+Templates.jarSummary (mixed bucket) and duplicated again in JarsTabPluginRow.filename / JarsTabModRow.filename in this same file -- a third occurrence worth consolidating (see side findings). otherPluginEntries() (line 214) is pure view-list filtering over an already-classified list and isn't separately ledgered."
RouterPortForwardGuideReader.swift,ui-flagged,ValueSummarySectionView.tokenForBullet(_:),policy,client,n/a,392,"Maps an already-resolved display bullet's label prefix ('Target device', 'Java port', 'Recommended protocol', 'Bedrock port', 'Bedrock enabled') back to a RouterGuideToken case, used only to decide whether to render a cell as 'could not detect' (unresolved-token styling). Operates entirely on strings the agent-owned RouterPortForwardGuideRuntimeResolver (mixed bucket, already ledgered) has already produced -- this is UI-only reverse-lookup for highlighting, not new domain logic, so client. The rest of the file (SectionDispatcher and every *SectionView/*Row struct) is routine SwiftUI presentation of pre-resolved guide content and isn't separately ledgered."
MSCSettingsView.swift,mixed,buildPairingLink(token:),workflow,agent,pairing,686,"Builds the mscremote://pair URL (base host + port + token as query items) that MSCRemoteiOS scans/opens to pair. This is the pairing wire format itself, not a view -- matches the deletion test's own worked example ('Pairing security and token lifecycle belong to the agent/API'). Belongs in the agent/API layer that also owns the token."
MSCSettingsView.swift,mixed,preferredPairingHost(exposeOnLAN:) / isLocalOrPrivateHost / candidateIPv4Addresses,policy,agent,networking,751,"Decides which of this machine's own addresses to advertise for pairing: prefer a Tailscale 100.x address, else a private-range LAN address, else none. candidateIPv4Addresses enumerates local interfaces via getifaddrs (macOS-specific syscalls); isLocalOrPrivateHost classifies an address as loopback/.local/10.x/192.168.x/172.16-31.x/169.254.x. 'What address can reach me' is inherently the agent's own knowledge, not the client's -- but isLocalOrPrivateHost's range classification duplicates logic already fixture-covered by P0.14 (NetworkSafetyTests, private-range classification); the port belongs against those existing fixtures rather than re-deriving new ones."
MSCSettingsView.swift,mixed,addSharedAccessEntry(label:) / setSharedAccessEntryRole(id:role:) / revokeSharedAccessEntry(id:) / regenerateRemoteAPIToken(),workflow,agent,auth,812,"Generates/assigns-role-to/revokes named Remote API tokens and rotates the owner's bearer token, today by mutating local AppConfig JSON directly. This is exactly the named-token permission model the deletion test names as agent-owned ('Pairing security and token lifecycle belong to the agent/API') and that D-019 says must be preserved and formalized. Target domain corresponds directly to the already-built POST /users, /users/revoke, /users/update route family (P0.23g) -- in MSC 2 this view's local mutations become calls to those routes instead of direct config writes."
MSCSettingsView.swift,mixed,computeStorageSizes() / directorySize(at:),workflow,agent,diagnostics,874,"Walks the app-support and servers-root directory trees (FileManager.enumerator, summing regular-file sizes) to report disk usage. Disk usage can only be measured on the machine that actually holds the files -- on a headless/remote agent the client has no filesystem access at all, so this must be an agent capability (likely a new /storage-style route; no existing route reports this today, see P0.30 notes)."
MSCSettingsView.swift,mixed,"loadSettings() / Save button (javaPath, extraFlags, curseForgeAPIKey, remoteAPIExposeOnLAN, useVMBedrockBackend)",workflow,agent,config,637,"Reads/writes the app-level preferences that actually govern agent behavior: Java executable path + JVM flags (needed wherever Java servers are launched), the CurseForge API key (used server-side for modpack imports, stored in Keychain), whether the Remote API binds to LAN, and which Bedrock backend to use. MSC 1 exposes none of this over HTTP today -- it's local-only JSON/Keychain on the one Mac running the app -- so unlike the rest of P0.30's gap list this isn't a route MSC 1 already has; it's a route family MSC 2 will need to add. bannerColorHex and suppressQuitWarning in the same Save action are pure client cosmetics, not included here. UNSURE: preferredPairingHostInput (line 27) -- it's persisted through this same save path but only affects what host string clients see in pairing links; could be argued client-side instead."
MSCSettingsView.swift,mixed,runFullReset(),workflow,client,n/a,661,"Thin call-site: the four-step confirmation ladder (lines 328-351) is UI presentation, and the actual delete-everything behavior is entirely inside viewModel.resetApplicationForTesting() -- implemented in an AppViewModel extension, not this file, so it is out of scope for a row here. Confirmation sequencing itself is client."
ServerEditorView.swift,mixed,crossPlayLabel(for:),policy,agent,components,1012,Lists the server's plugins/ directory and checks installed jar filenames for 'geyser'/'floodgate' to report cross-play status (Enabled/Partial/Disabled). This is server-installation detection by direct filesystem inspection -- the deletion test's own worked example ('Server installation detection belongs to the agent'). crossPlayLabelColor (line 1032) is a pure cosmetic mapping of the resulting string to a SwiftUI Color and stays client.
ServerEditorView.swift,mixed,saveSettingsDraftIfNeeded(),workflow,agent,settings,1108,"Coordinates validating and persisting both the Java and Bedrock server-properties drafts in one Save action (via ServerSettingsView.validatedJavaModel/validatedBedrockModel, already the P0.23b /settings target, plus PurpurConfigManager). The validators themselves live in ServerSettingsView.swift; this function is the call site that sequences load-validate-save-refresh-draft across both server types in one place, which is real orchestration logic an agent-side settings-update handler must reproduce."
ServerEditorView.swift,mixed,deleteServerFolderAndConfig(for:),workflow,client,n/a,1184,"Thin call-site behind the destructive-action confirmationDialog (lines 758-768): calls viewModel.deleteServerFromDisk(withId:), implemented in an AppViewModel extension outside this file. The confirmation UX is client; the actual delete-from-disk behavior is agent but is a different file's symbol to disposition."
